Company_Name,Job_Role,Experience,Location,Salary,Date_posted,Review,Rating
Xoriant,Qa Test Engineer,8-13 Yrs,"Hybrid - Mumbai, Pune, Bengaluru",Not disclosed,1 Day Ago,1958 Reviews,4.1
Rockwell Automation,Solution Consultant,10-15 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,4 Days Ago,615 Reviews,3.7
Capgemini,SIEM SOAR Engineer,4-5 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,43852 Reviews,3.7
Capgemini,Urgently looking For Azure .NET AKS Developer,6-11 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",15-30 Lacs PA,4 Days Ago,43852 Reviews,3.7
Capgemini,Cyber Security Manager,7-9 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,43852 Reviews,3.7
Trigent Software,Consultant,4-6 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,532 Reviews,3.5
Trigent Software,Consultant,4-6 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,532 Reviews,3.5
Red Hat,Corporate Account Executive,1-4 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,5 Days Ago,405 Reviews,4.3
Red Hat,AI Sales Specialist,8-12 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,5 Days Ago,405 Reviews,4.3
Red Hat,Business Process Analyst,3-7 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,5 Days Ago,405 Reviews,4.3
Capgemini,SAP CPI BTP Consultant,5-10 Yrs,"Hybrid - Mumbai, Pune, Bengaluru",18-33 Lacs PA,4 Days Ago,43852 Reviews,3.7
Align Techne,SAP SLT Technical Consultant,4-6 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,,
Capgemini,AWS Lambda,6-11 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",15-30 Lacs PA,5 Days Ago,43852 Reviews,3.7
Capgemini,AWS EKS Developer_ Immediate Joiners Only,6-11 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",15-30 Lacs PA,5 Days Ago,43852 Reviews,3.7
Capgemini,Java Back End Developer,4-9 Yrs,"Navi Mumbai, Pune, Bengaluru",5-15 Lacs PA,5 Days Ago,43852 Reviews,3.7
Merkle Science,Data Management Developer Lead,5-9 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,6 Days Ago,7 Reviews,3.6
Capgemini,SIEM Splunk,6-9 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,6 Days Ago,43852 Reviews,3.7
Capgemini,SIEM SOAR,9-12 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,6 Days Ago,43852 Reviews,3.7
Accenture,Application Developer,15-20 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - C&S - Salesforce Platforms - Consultant,4-8 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,7 Days Ago,59125 Reviews,3.8
Capgemini,IT Security and SIEM Specialist,9-12 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,6 Days Ago,43852 Reviews,3.7
Capgemini,IT Security and Access Management Specialist,6-9 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",6-13 Lacs PA,6 Days Ago,43852 Reviews,3.7
Kotak Life Insurance,Chief Managing Partner,3-8 Yrs,"Hubli, Pune, Mumbai (All Areas)",4-9 Lacs PA,Few Hours Ago,2930 Reviews,3.7
Hexaware Technologies,Java Full Stack Lead,6-11 Yrs,"Pune, Chennai, Mumbai (All Areas)",Not disclosed,5 Days Ago,6226 Reviews,3.5
Hexaware Technologies,Python Software Developer,4-9 Yrs,"Hybrid - Pune, Chennai, Mumbai (All Areas)",Not disclosed,5 Days Ago,6226 Reviews,3.5
Hexaware Technologies,Python Software Developer,4-9 Yrs,"Hybrid - Pune, Chennai, Mumbai (All Areas)",Not disclosed,5 Days Ago,6226 Reviews,3.5
Hurix,AVP Instructional Design,15-24 Yrs,"Hybrid - Pune, Chennai, Mumbai (All Areas)",Not disclosed,3 Days Ago,171 Reviews,3.7
Align Techne,Web Methods Developer,6-8 Yrs,"Pune, Chennai, Mumbai (All Areas)",9.5-16 Lacs PA,4 Days Ago,,
Hexaware Technologies,Windows Vmware Administrator,9-14 Yrs,"Pune, Chennai, Mumbai (All Areas)",Not disclosed,5 Days Ago,6226 Reviews,3.5
BDO India,Associate-IT Risk Assurance,0-1 Yrs,"Pune, Chennai, Mumbai (All Areas)",8-11 Lacs PA,5 Days Ago,609 Reviews,3.4
Globallogic,Director,16-25 Yrs,"Chennai, Secunderabad",Not disclosed,6 Days Ago,4735 Reviews,3.6
KPMG Assurance and Consulting Services LLP,Analyst- Background Verification,1-6 Yrs,"Pune, Gurugram, Mumbai (All Areas)",Not disclosed,6 Days Ago,5751 Reviews,3.5
Accenture,S&C -GN - SC&O Operations & Process Transformation Senior Manager,15-20 Yrs,"Mumbai, Pune, Gurugram",Not disclosed,7 Days Ago,59125 Reviews,3.8
M/s. Jinendra Infotech,Windchill Integration Developer /Lead,5-10 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,6 Days Ago,,
Hurix,Lead Generation Manager,1-4 Yrs,"Hybrid - Pune, Chennai, Mumbai (All Areas)",7-10 Lacs PA,6 Days Ago,171 Reviews,3.7
eClerx,Director Data Engineering,12-22 Yrs,"Hybrid - Mumbai, Chandigarh, Pune",40-90 Lacs PA,7 Days Ago,5183 Reviews,3.3
Hindalco Industries,Junior Engineer,3-7 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,Just Now,3130 Reviews,4.2
Poiesis Intel,Sales Manager,1-2 Yrs,"Mumbai, Pune",2.5-4 Lacs PA,Just Now,,
Deutsche Bank,Apprentice Role For Non-Technology hiring 2024 2025,3-5 Yrs,"Mumbai, Pune",Not disclosed,4 Days Ago,3604 Reviews,3.9
Bernhard Schulte Shipmanagement,Vessel Accountant,3-5 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,4 Days Ago,92 Reviews,4.2
Marriott,General Manager-Four Points by Sheraton Nashik,8-9 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,4 Days Ago,1325 Reviews,4.2
Zensar,nCino Developer,0-4 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,4 Days Ago,2569 Reviews,3.7
Hurix,AVP Delivery,15-22 Yrs,"Hybrid - Pune, Mumbai (All Areas)",Not disclosed,3 Days Ago,171 Reviews,3.7
Synechron,"Senior QA Engineer (Automation, Java and Selenium)",10-14 Yrs,"Mumbai, Pune - Kharadi",Not disclosed,5 Days Ago,3059 Reviews,3.5
Accenture,GN - SONG- MT - Marketing Automation B2B (MS D365 Marketing )- Manager,11-15 Yrs,"Mumbai, Pune",Not disclosed,5 Days Ago,59125 Reviews,3.8
Cipla,Sr. Team Member - Group Consolidations,3-8 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,5 Days Ago,7116 Reviews,4.1
Baker Hughes,Senior Staff Enterprise Architect,2-7 Yrs,"Mumbai, Pune",Not disclosed,5 Days Ago,486 Reviews,4.0
Marriott,Finance Executive (Payable),1-6 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,5 Days Ago,1325 Reviews,4.2
Bernhard Schulte Shipmanagement,Fleet Personnel Officer - Cruise,3-6 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,5 Days Ago,92 Reviews,4.2
Cipla,Lead - Special Projects,4-8 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,5 Days Ago,7116 Reviews,4.1
Amazon,"Operations Manager, AMZL, Amazon Last Mile",2-7 Yrs,"Pune, Mumbai (All Areas)",5.5-10 Lacs PA,5 Days Ago,26126 Reviews,4.0
XL Dynamics,Financial Analyst at XL Dynamics India Pvt Ltd,0-5 Yrs,"Navi Mumbai, Pune, Mumbai (All Areas)",3.5-6 Lacs PA,5 Days Ago,1365 Reviews,3.1
THERMAX,Sales Engineer - Water Treatment,7-12 Yrs,"Pune, Delhi / NCR, Mumbai (All Areas)",Not disclosed,5 Days Ago,3411 Reviews,4.1
Citiustech,Senior Healthcare Consultant - Medical Imaging,10-15 Yrs,"Pune, Mumbai (All Areas)",25-40 Lacs PA,6 Days Ago,1706 Reviews,3.3
Capgemini,Financial Planning and Analysis Lead,2-7 Yrs,"Hybrid - Pune, Mumbai (All Areas)",Not disclosed,6 Days Ago,43852 Reviews,3.7
Blue Star,Planning Engineer,2-5 Yrs,"Pune, Mumbai (All Areas)",1.5-2.75 Lacs PA,6 Days Ago,2138 Reviews,4.0
Tata Bluescope Steel,Assistant Manager / Deputy Manager Project Sales,4-9 Yrs,"Pune, Mumbai (All Areas)",Not disclosed,6 Days Ago,328 Reviews,3.7
IBM,Brand Technical Specialist (BTS),8-13 Yrs,"Mumbai, Pune",Not disclosed,7 Days Ago,23161 Reviews,4.0
Cipla,Brand Manager,1-3 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,7 Days Ago,7116 Reviews,4.1
Cipla,Junior Team Member - Microbiology,2-5 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,7 Days Ago,7116 Reviews,4.1
Cipla,Group Brand Manager,5-7 Yrs,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",Not disclosed,7 Days Ago,7116 Reviews,4.1
Startek,Team Leader - Operations,3-10 Yrs,"Rupa, Mumbai, Navi Mumbai, Pune",Not disclosed,7 Days Ago,7863 Reviews,3.1
Reliance Retail,Business Development Executive,0-3 Yrs,"Navi Mumbai, Pune","50,000-2.5 Lacs PA",7 Days Ago,23186 Reviews,3.9
Megha Engineering And Infrastructure,Safety Manager/Engineers,7-12 Yrs,"Pune, Mumbai (All Areas)",Not disclosed,7 Days Ago,5275 Reviews,3.9
Crisil,Research Analyst,0-1 Yrs,"Mumbai, Pune",Not disclosed,7 Days Ago,1658 Reviews,3.6
Shreya Infocom Solutions,Senior Sales Executive,2-5 Yrs,"Hybrid - Pune, Ahmedabad, Mumbai (All Areas)",6-12 Lacs PA (Including Variable: 30.0%),7 Days Ago,,
Oracle,Oracle EPM ARCS (Sr Consultant/Principal/Sr Principal Consultant),6-11 Yrs,"Hybrid - Noida, Pune, Bangalore/Bengaluru",Not disclosed,8 Days Ago,5384 Reviews,3.7
Oracle,Oracle EPM FCCS Consultant (Sr Consultant/Principal/Sr Principal),6-11 Yrs,"Hybrid - Noida, Pune, Bangalore/Bengaluru",Not disclosed,8 Days Ago,5384 Reviews,3.7
Infogain,Hiring For Salesforce Developer with Infogain,5-8 Yrs,"Hybrid - Noida, Pune, Bengaluru",Not disclosed,3 Days Ago,1149 Reviews,3.6
Tech Mahindra,SAP AMS Delivery Manager,16-26 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,1 Day Ago,36542 Reviews,3.5
Tech Mahindra,Sap Program Manager,16-26 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,1 Day Ago,36542 Reviews,3.5
Infogain,Hiring For Flutter Developer with Infogain,6-9 Yrs,"Hybrid - Noida, Pune, Bengaluru",Not disclosed,3 Days Ago,1149 Reviews,3.6
Xoriant,Golang Developer - Immediate Joiner,6-11 Yrs,"Hybrid - Pune, Gurugram, Bengaluru",Not disclosed,3 Days Ago,1958 Reviews,4.1
Collabera,Lead Consultant - SAP CS SD,10-15 Yrs,"Hyderabad, Pune, Bengaluru",19-25 Lacs PA,5 Days Ago,,
Collabera,Python Software Developer,7-12 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,5 Days Ago,,
Collabera,Dot Net Fullstack Developer,6-11 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,5 Days Ago,,
Mphasis,Delivery Module Lead - Java Fullstack,7-11 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,7 Days Ago,8680 Reviews,3.4
Mphasis,Delivery Project Lead - UX designer,7-11 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,7 Days Ago,8680 Reviews,3.4
Yash Technologies,YASH Technologies is Hiring - SAP Datasphere Consultant,1-6 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,5 Days Ago,1690 Reviews,3.8
Yash Technologies,YASH Technologies is Hiring - BW4HANA Senior / Lead Consultant,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,5 Days Ago,1690 Reviews,3.8
Yash Technologies,YASH Technologies is Hiring - SAP SAC Senior Consultant,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,5 Days Ago,1690 Reviews,3.8
Infosys,Java Developer -RA- Core java,4-9 Yrs,"Hybrid - Hyderabad, Pune, Chennai",6-16 Lacs PA,6 Days Ago,41032 Reviews,3.6
Randstad Enterprise,Recruitment Coordinator,0-5 Yrs,"Hybrid - Hyderabad, Pune",Not disclosed,Today,3687 Reviews,3.7
Infogain,Infogain India is For .Net Core Developer,7-10 Yrs,"Hybrid - Pune, Bengaluru, Delhi / NCR",Not disclosed,5 Days Ago,1149 Reviews,3.6
Persistent,Project Manager,12-16 Yrs,"Pune, Bengaluru",Not disclosed,4 Days Ago,4131 Reviews,3.5
Photon,AEM Architect / AEM Lead - Chennai /Bangalore / Pune,10-20 Yrs,"Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,1897 Reviews,4.1
Team Plus Staffing Solution,Live Underwriting - US Residential Mortgage space - Night Shift -Remot,5-10 Yrs,"New Delhi, Pune, Bangalore Rural",12-18 Lacs PA,7 Days Ago,,
Oracle,Oracle EPM Leads/Architect,7-12 Yrs,"Hybrid - Pune, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,8 Days Ago,5384 Reviews,3.7
Infosys,Database Admin- Oracle/SQL (In-Person scheduled interviews on 19th Apr,3-6 Yrs,"Hybrid - Hyderabad, Pune",Not disclosed,8 Days Ago,41032 Reviews,3.6
Infosys,SAP Basis/HANA Consultant (In-Person scheduled interviews on 19th Apr),3-6 Yrs,"Hyderabad, Pune",Not disclosed,8 Days Ago,41032 Reviews,3.6
Tech Mahindra,Software Developer,5-9 Yrs,"Pune, Bengaluru",6-12 Lacs PA,8 Days Ago,36542 Reviews,3.5
GE,Total Rewards APAC - Sr Managr Compensation Specialist | GE Aerospace,6-11 Yrs,"Pune, Bangalore Rural, Bengaluru",Not disclosed,8 Days Ago,1167 Reviews,4.2
Capgemini,Capgemini Hiring API Testing- Rest Assured,4-9 Yrs,"Hybrid - Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,43852 Reviews,3.7
NTT DATA BUSINESS SOLUTIONS,SAP EWM Functional Consultant,7-12 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,9 Days Ago,1197 Reviews,3.8
NTT DATA BUSINESS SOLUTIONS,SAP CRM Functional Consultant (Sales & Service),7-12 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,9 Days Ago,1197 Reviews,3.8
NTT DATA BUSINESS SOLUTIONS,SAP CRM Technical Consultant,7-12 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,9 Days Ago,1197 Reviews,3.8
NTT DATA BUSINESS SOLUTIONS,SAP Event Management Technical Consultant,7-12 Yrs,"Hyderabad, Pune, Bengaluru",Not disclosed,9 Days Ago,1197 Reviews,3.8
Big 4,Hiring For one of the BIG 4 SAP FICO(Mandate Services),7-12 Yrs,"Hybrid - Pune, Bangalore Rural, Bengaluru",Not disclosed,10 Days Ago,,
One of the renowned Accounting firm,Scouting For SAP FICO @ Pune And Bangalore (April- May Joiners Only),7-12 Yrs,"Pune, Bengaluru",Not disclosed,10 Days Ago,,
Yash Technologies,YASH Technologies is Hiring - Mulesoft Lead,7-12 Yrs,"Hybrid - Indore, Hyderabad, Pune",Not disclosed,4 Days Ago,1690 Reviews,3.8
Infosys,.Net Developer,3-6 Yrs,"Hybrid - Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,41032 Reviews,3.6
Yash Technologies,YASH Technologies is Hiring - Salesforce Developer,8-13 Yrs,"Hybrid - Indore, Hyderabad, Pune",Not disclosed,5 Days Ago,1690 Reviews,3.8
Infosys BPM,Infosys BPM is Hiring For Customer Support International Voice Process,17 Apr - 18 Apr,"Pune, Bengaluru",Not disclosed,2 Days Ago,10208 Reviews,3.6
Indusind Bank,Business Development Executive,0-5 Yrs,Pune,Not disclosed,Few Hours Ago,11465 Reviews,3.5
GE,Diploma Apprentice Drive @ PCCOE,17 Apr,Pune,Not disclosed,Few Hours Ago,1167 Reviews,4.2
GE,Ge Aerospace is Conducting Diploma Drive @ PCCOE,17 Apr,Pune,Not disclosed,Few Hours Ago,1167 Reviews,4.2
Tech Mahindra,Customer Service Associate,0-5 Yrs,Pune(Yerwada),3-5.5 Lacs PA,Just Now,36542 Reviews,3.5
Wipro,Customer Support Associate,0 Yrs,Pune(Hinjewadi Phase 2),2 Lacs PA,Just Now,55026 Reviews,3.7
Bajaj Finance,Sales Officer,0-1 Yrs,Pune(Wakdewadi),"50,000 PA",Few Hours Ago,7009 Reviews,4.0
eClerx,eClerx Financial Analyst - Walk-in Drive (Venue:Indira College Campus),19 Apr,Pune,"50,000-2.25 Lacs PA",Few Hours Ago,5183 Reviews,3.3
eClerx,Customer Care Executive,15 Apr - 17 Apr,Pune,2.25-2.75 Lacs PA,Few Hours Ago,5183 Reviews,3.3
Tata AutoComp,Maintenance Technician,15 Apr - 21 Apr,Pune(Chakan),1.5-2 Lacs PA,1 Day Ago,1161 Reviews,3.9
Tata AutoComp,Production Operator,15 Apr - 24 Apr,Pune(Chakan),1.5-2.25 Lacs PA,1 Day Ago,1161 Reviews,3.9
eClerx,Walk-In Drive For Investment banking Graduate freshers eClerx - Pune,14 Apr - 17 Apr,Pune,Not disclosed,1 Day Ago,5183 Reviews,3.3
Accenture,Smart Connected Products Bilingual- Analyst,12-15 Yrs,Pune,Not disclosed,8 Days Ago,59125 Reviews,3.8
Accenture,S&C - GN - CFO EV - RC - Analyst,1-3 Yrs,Pune,Not disclosed,8 Days Ago,59125 Reviews,3.8
Infosys,Application Support (In-Person scheduled interviews on 19th April),3-7 Yrs,Pune,Not disclosed,8 Days Ago,41032 Reviews,3.6
eClerx,Virtual/Online drive For Investment banking freshers - Pune,0-1 Yrs,Pune,Not disclosed,Just Now,5183 Reviews,3.3
Worldpay,Java Full Stack Developer (Angular/Springboot/Rest API),4-6 Yrs,Pune,Not disclosed,5 Days Ago,72 Reviews,4.1
Red Hat,Technical Account Manager,6-10 Yrs,"Mumbai, New Delhi, Bengaluru",Not disclosed,Today,405 Reviews,4.3
Capgemini,SIEM- Azure DevOps,4-9 Yrs,"Hybrid - Navi Mumbai, Bengaluru, Mumbai (All Areas)",Not disclosed,Today,43852 Reviews,3.7
Infosys,SAP BASIS Consultant,2-7 Yrs,"Hybrid - Hyderabad, Gurugram, Mumbai (All Areas)",Not disclosed,1 Day Ago,41032 Reviews,3.6
Ample Technologies,Enterpise Sales Manager - IT Hardware,5-10 Yrs,"Hyderabad, Bengaluru, Mumbai (All Areas)",Not disclosed,1 Day Ago,313 Reviews,3.8
Capgemini,Splunk SME,6-11 Yrs,"Hybrid - Navi Mumbai, Bengaluru, Mumbai (All Areas)",Not disclosed,1 Day Ago,43852 Reviews,3.7
Drove & Pace India,Sales Representative,2-7 Yrs,"Hybrid - Ahmedabad, Bengaluru, Mumbai (All Areas)",6-10 Lacs PA,2 Days Ago,3 Reviews,3.8
Tata Consultancy Services,MDG Technical Architect,19 Apr,"Hyderabad, Bengaluru, Mumbai (All Areas)",Not disclosed,Just Now,93445 Reviews,3.7
Structural Steel Fabrication Manufacturing Industry,Sales & Marketing Manager Vadodara/Mumbai/Raipur/DELHI/Bangalore,15-20 Yrs,"Mumbai, Bengaluru, Vadodara",Not disclosed,8 Days Ago,,
Hiring for Big four,Business Recruiting Coordination,0-1 Yrs,"Gurugram, Bengaluru, Mumbai (All Areas)","50,000-2.75 Lacs PA",3 Days Ago,,
Capgemini,Innovation Project Manager,9-12 Yrs,"Kolkata, Mumbai",Not disclosed,Just Now,43852 Reviews,3.7
Capgemini,ARTWORK PROJECT MANAGEMENT,7-9 Yrs,"Kolkata, Mumbai",Not disclosed,Few Hours Ago,43852 Reviews,3.7
Capgemini,ARTWORK PROJECT MANAGEMENT,9-12 Yrs,"Kolkata, Mumbai",Not disclosed,Few Hours Ago,43852 Reviews,3.7
PwC India,Manager,6-10 Yrs,"Hyderabad, Mumbai (All Areas)",15-25 Lacs PA,Just Now,9623 Reviews,3.4
Hexaware Technologies,Azure Developer,6-9 Yrs,"Hybrid - Noida, Coimbatore, Mumbai (All Areas)",Not disclosed,Just Now,6226 Reviews,3.5
Firstsource,Senior Analyst - Underwriter,3-8 Yrs,"Bengaluru, Mumbai (All Areas)",7-11 Lacs PA,Just Now,4752 Reviews,3.6
IKS HEALTH,Coding Manager - HCC,5-10 Yrs,"Hyderabad(Uppal), Mumbai (All Areas)",Not disclosed,Few Hours Ago,2361 Reviews,3.6
EY,SDET (Java + Selenium),5-10 Yrs,"Hybrid - Bengaluru, Mumbai (All Areas)",10-19 Lacs PA,Few Hours Ago,11290 Reviews,3.4
Capgemini,Bid Manager,10-15 Yrs,"Hybrid - Hyderabad, Mumbai (All Areas)",Not disclosed,Today,43852 Reviews,3.7
Thyrocare,Administration Executive - Electrical & Facility,3-8 Yrs,"Kochi, Mumbai, Nagpur",3.5-4.25 Lacs PA,Today,973 Reviews,3.5
M/S Forward,Cluster Sales Head - LAP/Mortgage Loan,8-13 Yrs,"Bengaluru, Mumbai (All Areas)",30-40 Lacs PA,1 Day Ago,,
Thyrocare,Lead Analyst,4-9 Yrs,"Bengaluru, Mumbai (All Areas)",Not disclosed,1 Day Ago,973 Reviews,3.5
PwC India,Data Privacy || Gurgaon and Mumbai,4-8 Yrs,"Mumbai, Gurugram",Not disclosed,1 Day Ago,9623 Reviews,3.4
Protiviti India,Oracle Fusion Financial Functional Consultant,3-8 Yrs,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,1 Day Ago,522 Reviews,3.2
M/S One Kee Co .,"Customer Support Executive | Ghansoli, Navi Mumbai & New town, Kolkata",0-5 Yrs,"Kolkata(Rajarhat +1), Navi Mumbai, Mumbai (All Areas)(Ghansoli)",2-2.5 Lacs PA,5 Days Ago,,
Oracle,Full Stack Java Developer- Core Banking,5-10 Yrs,"Chennai, Bengaluru, Mumbai (All Areas)",Not disclosed,Few Hours Ago,5384 Reviews,3.7
Trigent Software,Back Office Executive Fresher,0 Yrs,"Navi Mumbai, Chennai",2.25-2.5 Lacs PA,1 Day Ago,532 Reviews,3.5
IKS HEALTH,Senior Medical Coder,2-7 Yrs,"Navi Mumbai, Chennai, Mumbai (All Areas)",Not disclosed,11 Days Ago,2361 Reviews,3.6
THERMAX,Safety Officer,5-10 Yrs,"Mangaluru, Ahmedabad, Mumbai (All Areas)",Not disclosed,Few Hours Ago,3411 Reviews,4.1
Cars24,Urgent Hiring // HRBP - HR Business Partnering // Mumbai,6-11 Yrs,"Mumbai(Sakinaka), Navi Mumbai, Mumbai (All Areas)",4.75-7.5 Lacs PA,1 Day Ago,3691 Reviews,3.5
Hexaware Technologies,Background Verification Executive|| International Process,0-5 Yrs,"Thane, Panvel, Navi Mumbai",1-3 Lacs PA,5 Days Ago,6226 Reviews,3.5
Sutherland,Travel Consultant,1-6 Yrs,Navi Mumbai,Not disclosed,Few Hours Ago,7293 Reviews,3.5
IKS HEALTH,Exciting Opportunities For Medical Billing (Night Shifts),0-2 Yrs,Navi Mumbai,2-2.5 Lacs PA,Just Now,2361 Reviews,3.6
Cars24,Workshop Service Manager,0-4 Yrs,"Jaipur, Surat, Mumbai (All Areas)",Not disclosed,1 Day Ago,3691 Reviews,3.5
Fiserv,Credit and Risk Analyst,5-10 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Not disclosed,1 Day Ago,2434 Reviews,3.0
eClerx,Virtual/Online drive For Investment banking freshers - Navi Mumbai,1-2 Yrs,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","50,000-3 Lacs PA",Just Now,5183 Reviews,3.3
Management Consulting,Hiring For Business Valuations,4-8 Yrs,"New Delhi, Gurugram, Mumbai (All Areas)",Not disclosed,1 Day Ago,,
Fiserv,Staff counsel and company secretary,6-11 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Not disclosed,1 Day Ago,2434 Reviews,3.0
Dr Reddys Foundation (DRF),Soft Skills Trainer,1-4 Yrs,"Thane, Navi Mumbai",1.25-3.5 Lacs PA,2 Days Ago,463 Reviews,4.0
Elasticrun,Business Development Manager - SaaS,3-6 Yrs,"Mumbai, Delhi / NCR",Not disclosed,1 Day Ago,2405 Reviews,3.5
DMart,Project manager - Dmart Ready,8-10 Yrs,"Mumbai(Powai), Mumbai Suburban",14-18 Lacs PA,Few Hours Ago,4758 Reviews,3.9
DMart,Hiring For Product/ Program Manager - Dmart Ready,3-6 Yrs,"Mumbai(Powai), Mumbai Suburban, Mumbai (All Areas)",7-14 Lacs PA,Few Hours Ago,4758 Reviews,3.9
DMart,"Network Engineer-L2 - Dmart Ready, Powai !!",6-7 Yrs,Mumbai,Not disclosed,1 Day Ago,4758 Reviews,3.9
Thyrocare,Sr Executive - Analytical Chemistry,1-6 Yrs,Navi Mumbai,4-5 Lacs PA,Few Hours Ago,973 Reviews,3.5
Thyrocare,Mbbs Doctor,0-2 Yrs,Navi Mumbai,2-2.25 Lacs PA,5 Days Ago,973 Reviews,3.5
Fortune Global 500 IT Services Firm,Transaction Processing Representative,0 Yrs,Navi Mumbai,"50,000-2.25 Lacs PA",4 Days Ago,,
Capgemini,HTE: Wireless Professional,6-9 Yrs,Mumbai,Not disclosed,Just Now,43852 Reviews,3.7
Capgemini,Android Developer,4-6 Yrs,Mumbai,Not disclosed,Just Now,43852 Reviews,3.7
Capgemini,Presales Lead,6-11 Yrs,Mumbai,Not disclosed,Just Now,43852 Reviews,3.7
NCR Corporation,Problem Management Analyst,1-4 Yrs,Mumbai,Not disclosed,Just Now,1631 Reviews,3.7
NCR Corporation,Finance Analyst,2-4 Yrs,Mumbai,Not disclosed,Just Now,1631 Reviews,3.7
OCP Academy,Sales Business Development Professional,1-2 Yrs,Remote,Not disclosed,Just Now,2 Reviews,5.0
Indusind Bank,Service Delivery Manager,4-9 Yrs,Mumbai,Not disclosed,Just Now,11465 Reviews,3.5
Indusind Bank,Associate Manager - CCMD Hub Operations,3-7 Yrs,Mumbai,Not disclosed,Just Now,11465 Reviews,3.5
Indusind Bank,Associate Manager - IT Support,3-5 Yrs,Mumbai,Not disclosed,Just Now,11465 Reviews,3.5
Capgemini,C++ Linux,5-9 Yrs,Mumbai,Not disclosed,Few Hours Ago,43852 Reviews,3.7
Capgemini,HTE : SD-WAN,6-9 Yrs,Mumbai,Not disclosed,Few Hours Ago,43852 Reviews,3.7
Capgemini,Manual Testing Specialist,5-7 Yrs,Mumbai,Not disclosed,Few Hours Ago,43852 Reviews,3.7
Capgemini,Campaign Manager,3-5 Yrs,Mumbai,Not disclosed,Few Hours Ago,43852 Reviews,3.7
