Company_Name,Job_Role,Experience,Location,Salary,Date_posted,Review,Rating
"NTT DATA, Inc.",Offshore Data Analyst,3-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Oracle Cloud Financials,4-9 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",ServiceDesk Senior - ITIL,1-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Data and Analytics Managing Consultant,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Sr. Data Modeler,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",NetSuite Tester and Integration developer,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Digital Solution Cnslt. Sr. Consultant,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Software Development Specialist,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Snowflake Data Engineer,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Guidewire Claims Center Developer,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Salesforce Automation Testing,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",UI Developer,3-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Automation Engineer Lead,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Sr. Offshore Power BI Developer,3-7 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Oracle Cloud HCM - Functional,3-6 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Salesforce Senior Commerce Cloud B2C Business Analyst,4-8 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Data & Intelligence Practise Lead,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Data & Analytics Principal Consultant,3-7 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Software Development Specialist,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Technical Engineering Lead,3-8 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",BY WMS Support Lead + BY AMS Service Manager,8-13 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer Tester,2-7 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",O9 Solution Implementation,2-7 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",AWS/Azure Cloud Lead Engineer,3-7 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer Tester,3-8 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Oracle MM,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Hardware Asset mgmt Specialist,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Helpdesk Senior Associate - Full Time,1-3 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Databricks Developer,3-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.","C#, SQL Technical Consultant",2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer,3-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Field Tech Senior Associate : Data Center Engineer,1-3 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Azure Data Migration,2-6 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",AI Data EngineerAI Data Engineer,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",ETL Informatica Engineer,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Azure Data Migration,2-6 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Helpdesk Senior Associate - ITIL,1-4 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Digital Engineering Staff Engineer,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",SharePoint Support & Migration,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",AI UI/UX Engineer,4-9 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer,5-10 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Oracle Cloud Procurement,2-6 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Offshore Data Engineer,8-13 Yrs,Bengaluru,Not disclosed,5 Days Ago,2991 Reviews,4.0
Accenture,Workplace Service Dev Associate Manager,10-15 Yrs,Bengaluru,Not disclosed,6 Days Ago,59125 Reviews,3.8
Accenture,S&C - GN - CFO EV - ERP Platforms - Manager,8-12 Yrs,Hyderabad,Not disclosed,6 Days Ago,59125 Reviews,3.8
Siemens,Process Expert- Record To Report (German Language Expert),1-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Process Expert - Global Mobility Management,3-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Software Developer (C# .NET),2-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Sr.Process Associate - Opportunity To Cash,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Lead Member Technical Staff,2-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Senior Member of Technical Staff,2-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Developer - C++,1-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Process Associate - Record To Report,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Sr. Process Associate - Purchase To Pay,4-9 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,C# Test Automation (Exp: 4-6 yrs) - PL 11,2-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Sr.Process Associate - Opportunity To Cash,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Process Lead - Record To Report,3-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Sr. Process Associate - Purchase To Pay,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Cloud Backend Developer,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Platform Manager,4-9 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Senior Software Developer (JAVA),5-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Engineer Verification and Validation,1-3 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Sr Sales Manager,4-9 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Process Expert - Purchase To Pay,1-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Product Specialist II,10-15 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Cloud Architect,5-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Siemens,Process Expert - Purchase To Pay,1-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,4923 Reviews,4.1
Wipro,Lab45 - Innovation Strategy Senior Consultant,3-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Principal Consultant - Tech & Impl - L1,10-15 Yrs,Hyderabad,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Developer - Python,1-4 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Lab45 - Innovation strategy consultant,3-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Senior Full Stack Java Developer,1-4 Yrs,Hyderabad,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Java Full Stack Architect,6-10 Yrs,Hyderabad,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,ServiceNow Technical Architect,6-10 Yrs,Hyderabad,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Sr. Executive L2,2-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,EHS Head - India,2-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,AI Engineer,4-9 Yrs,Bengaluru,Not disclosed,6 Days Ago,55027 Reviews,3.7
Applied Materials,Matlab - Java Tech Lead,4-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,455 Reviews,3.8
Applied Materials,Java Tech lead,6-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,455 Reviews,3.8
Deutsche Bank,"Controls Testing & Assurance Data Management, Metrics & Reporting, AVP",8-11 Yrs,Bengaluru,Not disclosed,6 Days Ago,3604 Reviews,3.9
Atos,Golang Developer,6-12 Yrs,Bengaluru,Not disclosed,6 Days Ago,4255 Reviews,3.8
Merkle Science,Executive Assistant,1-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,7 Reviews,3.6
Merkle Science,Assistant Manager - Financial Reporting & Control,4-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,7 Reviews,3.6
PwC Service Delivery Center,IN_Senior Associate_Angular and Node.js_C&C_TRS _Bangalore,3-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,9623 Reviews,3.4
PwC Service Delivery Center,IN_Manager_D365 CRM Technical_MS Dynamics _Advisory_ Bangalore,7-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,9623 Reviews,3.4
PwC Service Delivery Center,IN_Manager | Project Manager | Advisory Corporate,10-14 Yrs,Bengaluru,Not disclosed,6 Days Ago,9623 Reviews,3.4
Expedia,"Senior Manager, Machine Learning Science",6-9 Yrs,Bengaluru,Not disclosed,6 Days Ago,302 Reviews,3.8
Continental Automotive - Technical Center,Compliance Officer,3-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,,
Continental Automotive - Technical Center,Compliance Officer,3-6 Yrs,Bengaluru,Not disclosed,6 Days Ago,,
Hindustan Unilever (HUL),Senior Manager Group Data and Systems Accountant,3-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,6329 Reviews,4.2
Hitachi Energy,HR Ops TA Specialist I,1-2 Yrs,Bengaluru,Not disclosed,6 Days Ago,721 Reviews,4.1
Hitachi Energy,HR OPS TA Specialist - I,1-3 Yrs,Bengaluru,Not disclosed,6 Days Ago,721 Reviews,4.1
Leading B2B Pharma & Life Sciences Company,Project Coordinator-Marketing || MNC (6 Months Contract) || Bangalore,1-6 Yrs,Bengaluru,5-10 Lacs PA,5 Days Ago,,
Flipkart,Manager- IT Procurement,5-10 Yrs,Bangalore Rural,15-22.5 Lacs PA,5 Days Ago,11094 Reviews,3.9
Trigent Software,Senior Executive - Inside Sales - IT Services (US Region),3-8 Yrs,Hybrid - Bangalore/Bengaluru,Not disclosed,5 Days Ago,532 Reviews,3.5
Bar Code India,Sales Manager,5-10 Yrs,Bengaluru,7-15 Lacs PA,6 Days Ago,104 Reviews,3.9
Hurix,Sales Representative,2-6 Yrs,"Hybrid - Bangalore Rural, Bengaluru",5-15 Lacs PA,6 Days Ago,171 Reviews,3.7
Advanced Micro Devices (AMD),Software Developer,4-9 Yrs,Bengaluru,4-9 Lacs PA,6 Days Ago,,
Franklin Templeton,Sales Support Executive,2-7 Yrs,"Kochi, Mangaluru, Bengaluru(M.G Road)",4.25-6.5 Lacs PA,6 Days Ago,699 Reviews,4.0
upGrad,Senior Manager- Solutioning and Sales Excellence,8-13 Yrs,"Hybrid - Bengaluru, Delhi / NCR",35-40 Lacs PA,6 Days Ago,1836 Reviews,3.6
Next Learn Technologies,Godigit Insurance - Telesales Executive,0-1 Yrs,Bengaluru(Koramangala),3-4 Lacs PA,6 Days Ago,,
DMart,Hiring- Area Manager HR - Bangalore - Dmart Ready,6-11 Yrs,Bengaluru,5-7.5 Lacs PA,6 Days Ago,4758 Reviews,3.9
Fosroc Chemicals,Associate- Concrete Technologists,2-4 Yrs,"Nelamangala, Bengaluru",4-6 Lacs PA,6 Days Ago,297 Reviews,4.4
Oracle,Spanish Language Executive,3-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,5384 Reviews,3.7
Jobpoint,Product Manager,8-10 Yrs,Hybrid - Bengaluru,"60,000-3 Lacs PA",6 Days Ago,,
UPL Limited,Qlik Administrator,5-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,2569 Reviews,4.1
Fortune India 500 MNC in FMCG Domain,UX Designer - Bangalore,3-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,,
Leading Offshore Company,FPSO Experience Required,9-14 Yrs,Bengaluru,12-22 Lacs PA,6 Days Ago,,
Alstom Transportation,Hiring For Motors Design Manager & project Manager - Bangalore,8-13 Yrs,"Bangalore Rural, Bengaluru",Not disclosed,6 Days Ago,2688 Reviews,3.7
Accenture,S&C - GN - CFO EV - ERP Platforms - Consultant,4-7 Yrs,Bengaluru,Not disclosed,6 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Platforms Consultant,4-5 Yrs,Bengaluru,Not disclosed,6 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Platforms Senior Analyst,2-7 Yrs,Bengaluru,Not disclosed,6 Days Ago,59125 Reviews,3.8
Accenture,S&C GN- Strategy- MC- Industry X Smart Connected Products- Consultant,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,SC&O-S&P-Business Solutions Ivalua Integration/Configuration-Manager,8-12 Yrs,Hyderabad,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Platforms Senior Manager,12-16 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C - GN - CFO EV - EPM - Manager,8-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C - GN - CFO EV - EPM - Manager,8-13 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Platforms Associate Manager,4-5 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Unacademy,Senior Backend Developer,3-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,2000 Reviews,3.0
IBM,Application Architect-Industry Packages,3-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,23161 Reviews,4.0
Accenture,GN - Mangement Consulting - CFO&EV - Analyst,3-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Resources - Data Science Consultant,3-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Resources - Data Science Consultant,4-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Change Management -Consultant,4-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Sales Origination Practitioner,15-25 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,7-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms - Consultant,4-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Application Support Engineer,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Life Sciences -Data Science Consultant,4-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Software Development Lead,7-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Analyst,2-7 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - C&S - Pricing - Consultant,7-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Genesys - Associate Manager,2-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Supply Chain Analytics - Manager,4-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service- Genesys - Consultant,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Product Owner - Data Governance,5-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - CMT - ML Architecture -Associate Manager,12-15 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SC&O - SCM Planning OMP Senior Manager,7-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - CMT Engineering -Associate Manager,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Life Sciences -Data Science Consultant,2-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Life Sciences -Data Science Manager,3-7 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - HR Transformation - Consultant,3-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - Strategy - MC - CFO EV - Tax - Senior Manager,8-13 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Amazon Connect Manager,10-13 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Genesys - Analyst,2-5 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN- Industry Strategy- Health-Consultant,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN- Industry Strategy- Health-Consultant,5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,59125 Reviews,3.8
GE Transportation,Sr.QA Engineer,6-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,170 Reviews,4.3
Nielsen Sports,Senior FICO consultant-Mumbai/ Bangalore,8-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,196 Reviews,3.8
AtkinsRéalis,Payroll Associate,3-5 Yrs,Bengaluru,Not disclosed,7 Days Ago,1176 Reviews,3.9
Brunel,Developer AI + Full Stack,3-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,98 Reviews,4.1
Ericsson,Network Administrator,3-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,7377 Reviews,4.1
EY,Manager - Assurance - Financial&AccountingAdv,4-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,11291 Reviews,3.4
EY,Manager - TAX - TMT - TAX - ITTS - Transfer Pricing,4-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,11291 Reviews,3.4
EY,Project Consultant - Business Consulting PI,5-7 Yrs,Bengaluru,Not disclosed,7 Days Ago,11291 Reviews,3.4
Brunel,Advanced Automation Engineer,5-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,98 Reviews,4.1
Ericsson,System Administrator,6-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,7377 Reviews,4.1
Brunel,Full Stack Developer,7-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,98 Reviews,4.1
Brunel,Lead Automation Engineer,8-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,98 Reviews,4.1
Brunel,Senior Automation Engineer,8-13 Yrs,Bengaluru,Not disclosed,7 Days Ago,98 Reviews,4.1
PwC Service Delivery Center,Manager_Project Manager_Advisory Corprate_Advisory,9-14 Yrs,Bengaluru,Not disclosed,7 Days Ago,9623 Reviews,3.4
PwC Service Delivery Center,Manager_Project Manager_Advisory Corprate_Advisory,9-14 Yrs,Bengaluru,Not disclosed,7 Days Ago,9623 Reviews,3.4
EY,Senior Manager - TAX - National - TAX - GCR - ACR,10-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,11291 Reviews,3.4
Hindustan Unilever (HUL),Data Scientist,3-4 Yrs,Bengaluru,Not disclosed,7 Days Ago,6329 Reviews,4.2
Schneider Electric,"Software, Principal Technical Expert",5-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,3963 Reviews,4.1
Capco,PM/BA - Risk Reporting,8-15 Yrs,"Chennai, Bengaluru",Not disclosed,7 Days Ago,543 Reviews,3.7
Ericsson,Senior Director of Silicon,15-19 Yrs,Bengaluru,Not disclosed,7 Days Ago,7377 Reviews,4.1
Ericsson,Director of FPGA,10-15 Yrs,Bengaluru,Not disclosed,7 Days Ago,7377 Reviews,4.1
Ericsson,Director of ASIC,10-15 Yrs,Bengaluru,Not disclosed,7 Days Ago,7377 Reviews,4.1
Aon,Regulatory Compliance Assessment - IT Lead,6-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,1276 Reviews,3.8
Quest Global,Lead Engineer CPP Windows Bangalore,3-8 Yrs,Hybrid - Bengaluru,Not disclosed,6 Days Ago,2468 Reviews,3.6
Elanco Innovation And Alliance Centre,MQ Central Purchasing,3-5 Yrs,Remote,1.75-6.75 Lacs PA,6 Days Ago,10 Reviews,3.7
Elanco Innovation And Alliance Centre,Senior Data Scientist Advanced Analytics,3-6 Yrs,Hybrid - Bengaluru,10-20 Lacs PA,6 Days Ago,10 Reviews,3.7
Sapiens,Hiring For Senior QA Analyst(Manual),5-7 Yrs,Bengaluru,Not disclosed,6 Days Ago,474 Reviews,3.4
Elanco Innovation And Alliance Centre,"Lead Data Engineer, Enterprise Data Products",9-13 Yrs,Hybrid - Bengaluru,17-27.5 Lacs PA,6 Days Ago,10 Reviews,3.7
Infosys,SAP UI5/FIORI/Leonardo/CLOUD Platform Integration (CPI)/BTP,2-7 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,41032 Reviews,3.6
Infosys,SAP BW/BW on HANA/BW-IP/BW4HANA/BW HANA/SAP BODS/Data Migration,2-7 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,41032 Reviews,3.6
Infosys,SAP SCM APO/IBP - Bangalore @ Infosys,1-6 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,41032 Reviews,3.6
Infosys,SAP PM/EAM - Bangalore @Infosys,10-15 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,41032 Reviews,3.6
Godrej & Boyce (G&B),TSI - B2C | Bangalore,3-8 Yrs,Bengaluru,7-10 Lacs PA,7 Days Ago,3166 Reviews,3.9
IQVIA,.Net Application Support (Bachelor's Degree computer science),2-4 Yrs,Hybrid - Bengaluru,6.5-9 Lacs PA,7 Days Ago,4250 Reviews,3.9
KPMG Assurance and Consulting Services LLP,4 - Cyber & Infrastructure Security Architect (Con/AM),3-7 Yrs,Bengaluru,12-22 Lacs PA,7 Days Ago,5751 Reviews,3.5
KPMG Assurance and Consulting Services LLP,3 - ISO 27k1 + NIST (Con/AM),3-8 Yrs,Bengaluru,12-22 Lacs PA,7 Days Ago,5751 Reviews,3.5
KPMG Assurance and Consulting Services LLP,1 - Risk Assessment(Con/AM/Man),3-8 Yrs,Bengaluru,Not disclosed,7 Days Ago,5751 Reviews,3.5
Rakuten Symphony,Technical Program Manager,10-15 Yrs,Bengaluru,Not disclosed,7 Days Ago,349 Reviews,3.4
Wonderla Holidays,Opening For Steward at Wonderla Resort,2-4 Yrs,Bengaluru,3-4.5 Lacs PA,7 Days Ago,260 Reviews,4.1
Indusind Bank,Area Manager- Pioneer Banking,10-16 Yrs,Bengaluru,Not disclosed,7 Days Ago,11465 Reviews,3.5
Tata Consultancy Services,Tcs - Direct Walkin Java Spring Boot Developer on Sat 12 Apr - 4-7 Yrs,4-7 Yrs,Bengaluru,9-16 Lacs PA,7 Days Ago,93446 Reviews,3.7
Tata Consultancy Services,Tcs - Direct Walkin Java Spring Boot Developer on Sat 12 Apr - BLR,6-10 Yrs,Bengaluru,11-21 Lacs PA,7 Days Ago,93446 Reviews,3.7
Tech Mahindra,Scrum Master - Bangalore,4-9 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,36543 Reviews,3.5
Acuity Knowledge Partners,Marketing Communications Lead,6-10 Yrs,Bengaluru,Not disclosed,7 Days Ago,1116 Reviews,3.3
Tata Elxsi,LTE RAN System Tester,4-6 Yrs,Hybrid - Bengaluru,Not disclosed,7 Days Ago,2288 Reviews,3.8
Narayana Health Insurance,Group Sales,5-9 Yrs,"Mysuru, Bengaluru",Not disclosed,7 Days Ago,1575 Reviews,4.1
PwC India,Senior AI / Gen AI Engineer,6-11 Yrs,"Vijayawada, Bengaluru, Delhi / NCR",Not disclosed,7 Days Ago,9623 Reviews,3.4
Chai Point,Ui Developer,2-6 Yrs,Bengaluru,5-15 Lacs PA,7 Days Ago,198 Reviews,3.7
PwC India,Senior Consultant - AI,5-10 Yrs,"New Delhi, Bengaluru",Not disclosed,7 Days Ago,9623 Reviews,3.4
Honeywell,Sales Account Manager - Sensors Product,7-10 Yrs,Hybrid - Bengaluru,12-17 Lacs PA,7 Days Ago,1345 Reviews,3.8
"NTT DATA, Inc.",Helpdesk Senior Representative - Fresher,0-2 Yrs,Bengaluru,Not disclosed,8 Days Ago,2991 Reviews,4.0
Home Credit,Specialist,14 Apr - 18 Apr,"Bangalore Rural, Bengaluru(Electronic City)",3-3.5 Lacs PA,2 Days Ago,4331 Reviews,4.1
Jobaaj (a Unit Of Nishtya Infotech ),CA Qualified - Statutory Audit(Bangalore),2-5 Yrs,Bengaluru,7-10 Lacs PA,Just Now,,
